0.10	-1.00	-1.00	-1.00	0.05	0.00	0.10	0.00	0.00	-1.00	0.00	0.10	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00
-1.00	0.05	0.00	0.00	-1.00	0.05	0.00	0.05	-1.00	0.05	0.05	0.00	-1.00	0.00	0.00	-1.00	0.15	0.05	-1.00	0.00
-1.00	-1.00	-1.00	0.00	0.00	-1.00	-1.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.05
-1.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.05	-1.00
0.00	0.00	0.00	0.10	0.00	-1.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	-1.00	0.05	0.00	-1.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	-1.00	0.00	0.00	-1.00	-1.00	0.00	0.10	0.05	0.05	0.00	0.05	0.05
-1.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.05	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	-1.00	-1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
0.05	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00
-1.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	-1.00	0.00	0.00	-1.00	-1.00	0.00	-1.00	0.00	0.00	0.00
0.00	-1.00	-1.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00
0.00	-1.00	0.05	0.00	0.10	0.10	-1.00	0.05	-1.00	0.20	-1.00	0.05	0.45	0.30	0.40	0.45	0.50	0.35	0.75	0.75
0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00	0.00	0.00	0.00
-1.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00
0.00	-1.00	0.20	0.00	0.10	-1.00	0.35	0.30	0.15	-1.00	0.10	0.15	0.15	0.00	0.20	0.10	0.05	0.10	0.05	0.15
0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00
-1.00	0.00	0.00	-1.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.50	0.35	0.40	0.35	0.40	0.30	0.05	0.35	0.20	-1.00	0.40	0.35	0.20	-1.00	0.20	0.20	0.20	0.25	0.10	0.05
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	-1.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	-1.00	0.00	0.00
0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	-1.00	0.05	0.05	0.00	-1.00	0.05	-1.00
0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00	-1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00	0.05	0.15	0.05	0.05	-1.00	0.05	-1.00	0.00
0.10	0.50	0.45	0.20	0.30	-1.00	0.85	0.45	0.60	0.75	0.60	-1.00	-1.00	0.70	-1.00	0.80	0.80	-1.00	0.90	0.95
0.05	0.00	0.00	0.05	0.00	-1.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00
0.00	0.00	0.05	0.05	0.05	0.10	0.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00
